Report_Data_Extracted,PHU_Num,PHU,LTC_Homes_with_Active_Outbreak,LTC_Homes_with_Resolved_Outbreak,Confirmed_Active_LTC_Resident_Cases,Confirmed_Active_LTC_HCW_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Deaths
2021-06-02,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-02,2270,York Region,4,24,2,10,243,0
2021-06-02,3895,Toronto,4,80,12,14,1392,3
2021-06-02,4913,South West,0,13,0,0,31,0
2021-06-02,5183,Huron Perth,0,13,0,0,25,0
2021-06-03,2226,Algoma,0,3,0,0,1,0
2021-06-03,2227,Brant,0,7,0,0,0,0
2021-06-03,2230,Durham,1,19,1,1,204,0
2021-06-03,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-03,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-03,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-03,2236,Halton,1,17,15,10,98,0
2021-06-03,2237,Hamilton,3,21,2,12,136,0
2021-06-03,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-03,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-03,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-03,2242,Lambton,0,9,0,0,12,0
2021-06-03,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-03,2244,Middlesex-London,0,22,0,0,74,2
2021-06-03,2246,Niagara,1,28,1,1,249,0
2021-06-03,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-03,2249,Northwestern,0,3,0,0,0,0
2021-06-03,2251,Ottawa,4,24,6,17,286,3
2021-06-03,2253,Peel,3,25,1,4,339,4
2021-06-03,2255,Peterborough,2,3,1,4,4,0
2021-06-03,2256,Porcupine,0,6,0,0,16,0
2021-06-03,2257,Renfrew,0,6,0,0,2,0
2021-06-03,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-03,2260,Simcoe-Muskoka,2,19,0,4,111,0
2021-06-03,2261,Sudbury,0,9,0,0,4,0
2021-06-03,2262,Thunder Bay,0,6,0,0,23,0
2021-06-03,2263,Timiskaming,0,5,0,0,0,0
2021-06-03,2265,Waterloo,1,23,0,2,115,0
2021-06-03,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-03,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-03,2270,York Region,4,24,2,10,243,0
2021-06-03,3895,Toronto,3,81,8,12,1394,3
2021-06-03,4913,South West,0,13,0,0,31,0
2021-06-03,5183,Huron Perth,0,13,0,0,25,0
2021-06-04,2226,Algoma,0,3,0,0,1,0
2021-06-04,2227,Brant,0,7,0,0,0,0
2021-06-04,2230,Durham,1,19,1,1,204,0
2021-06-04,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-04,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-04,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-04,2236,Halton,1,17,15,13,99,0
2021-06-04,2237,Hamilton,3,21,2,12,136,0
2021-06-04,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-04,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-04,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-04,2242,Lambton,0,9,0,0,12,0
2021-06-04,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-04,2244,Middlesex-London,0,22,0,0,74,2
2021-06-04,2246,Niagara,1,28,1,1,249,0
2021-06-04,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-04,2249,Northwestern,0,3,0,0,0,0
2021-06-04,2251,Ottawa,4,24,7,12,286,3
2021-06-04,2253,Peel,3,25,3,4,339,4
2021-06-04,2255,Peterborough,2,3,1,4,4,0
2021-06-04,2256,Porcupine,0,6,0,0,16,0
2021-06-04,2257,Renfrew,0,6,0,0,2,0
2021-06-04,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-04,2260,Simcoe-Muskoka,2,19,0,2,111,0
2021-06-04,2261,Sudbury,0,9,0,0,4,0
2021-06-04,2262,Thunder Bay,0,6,0,0,23,0
2021-06-04,2263,Timiskaming,0,5,0,0,0,0
2021-06-04,2265,Waterloo,1,23,0,2,115,0
2021-06-04,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-04,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-04,2270,York Region,4,24,2,9,243,0
2021-06-04,3895,Toronto,3,81,6,9,1394,3
2021-06-04,4913,South West,0,13,0,0,31,0
2021-06-04,5183,Huron Perth,0,13,0,0,25,0
2021-06-06,2226,Algoma,0,3,0,0,1,0
2021-06-06,2227,Brant,0,7,0,0,0,0
2021-06-06,2230,Durham,1,19,1,1,204,0
2021-06-06,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-06,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-06,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-06,2236,Halton,1,17,15,13,99,0
2021-06-06,2237,Hamilton,3,21,2,12,136,0
2021-06-06,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-06,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-06,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-06,2242,Lambton,0,9,0,0,12,0
2021-06-06,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-06,2244,Middlesex-London,0,22,0,0,74,2
2021-06-06,2246,Niagara,2,27,2,2,249,0
2021-06-06,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-06,2249,Northwestern,0,3,0,0,0,0
2021-06-06,2251,Ottawa,4,24,7,12,286,3
2021-06-06,2253,Peel,3,25,3,4,339,4
2021-06-06,2255,Peterborough,2,3,1,4,4,0
2021-06-06,2256,Porcupine,0,6,0,0,16,0
2021-06-06,2257,Renfrew,0,6,0,0,2,0
2021-06-06,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-06,2260,Simcoe-Muskoka,2,19,0,2,111,0
2021-06-06,2261,Sudbury,0,9,0,0,4,0
2021-06-06,2262,Thunder Bay,0,6,0,0,23,0
2021-06-06,2263,Timiskaming,0,5,0,0,0,0
2021-06-06,2265,Waterloo,1,23,0,2,115,0
2021-06-06,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-06,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-06,2270,York Region,4,24,2,9,243,0
2021-06-06,3895,Toronto,3,81,6,10,1394,3
2021-06-06,4913,South West,0,13,0,0,31,0
2021-06-06,5183,Huron Perth,0,13,0,0,25,0
2021-06-07,2226,Algoma,0,3,0,0,1,0
2021-06-07,2227,Brant,0,7,0,0,0,0
2021-06-07,2230,Durham,1,19,1,1,204,0
2021-06-07,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-07,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-07,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-07,2236,Halton,1,17,15,13,99,0
2021-06-07,2237,Hamilton,0,24,2,2,136,0
2021-06-07,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-07,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-07,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-07,2242,Lambton,0,9,0,0,12,0
2021-06-07,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-07,2244,Middlesex-London,0,22,0,0,74,2
2021-06-07,2246,Niagara,2,27,2,2,249,0
2021-06-07,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-07,2249,Northwestern,0,3,0,0,0,0
2021-06-07,2251,Ottawa,4,24,7,5,286,3
2021-06-07,2253,Peel,3,25,3,4,339,4
2021-06-07,2255,Peterborough,1,4,0,2,4,0
2021-06-07,2256,Porcupine,0,6,0,0,16,0
2021-06-07,2257,Renfrew,0,6,0,0,2,0
2021-06-07,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-07,2260,Simcoe-Muskoka,1,20,0,2,111,0
2021-06-07,2261,Sudbury,0,9,0,0,4,0
2021-06-07,2262,Thunder Bay,0,6,0,0,23,0
2021-06-07,2263,Timiskaming,0,5,0,0,0,0
2021-06-07,2265,Waterloo,1,23,0,1,115,0
2021-06-07,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-07,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-07,2270,York Region,2,26,2,4,243,0
2021-06-07,3895,Toronto,2,82,6,7,1394,3
2021-06-07,4913,South West,0,13,0,0,31,0
2021-06-07,5183,Huron Perth,1,12,0,2,25,0
2021-06-08,2226,Algoma,0,3,0,0,1,0
2021-06-08,2227,Brant,0,7,0,0,0,0
2021-06-08,2230,Durham,0,20,0,0,204,0
2021-06-08,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-08,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-08,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-08,2236,Halton,1,17,15,13,99,0
2021-06-08,2237,Hamilton,0,24,2,2,136,0
2021-06-08,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-08,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-08,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-08,2242,Lambton,0,9,0,0,12,0
2021-06-08,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-08,2244,Middlesex-London,0,22,0,0,74,2
2021-06-08,2246,Niagara,2,27,2,2,249,0
2021-06-08,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-08,2249,Northwestern,0,3,0,0,0,0
2021-06-08,2251,Ottawa,4,24,4,3,289,3
2021-06-08,2253,Peel,3,25,3,3,339,4
2021-06-08,2255,Peterborough,1,4,0,2,4,0
2021-06-08,2256,Porcupine,0,6,0,0,16,0
2021-06-08,2257,Renfrew,0,6,0,0,2,0
2021-06-08,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-08,2260,Simcoe-Muskoka,1,20,0,2,111,0
2021-06-08,2261,Sudbury,0,9,0,0,4,0
2021-06-08,2262,Thunder Bay,0,6,0,0,23,0
2021-06-08,2263,Timiskaming,0,5,0,0,0,0
2021-06-08,2265,Waterloo,1,23,0,1,115,0
2021-06-08,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-08,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-08,2270,York Region,2,26,2,4,243,0
2021-06-08,3895,Toronto,2,82,5,6,1394,3
2021-06-08,4913,South West,0,13,0,0,31,0
2021-06-08,5183,Huron Perth,1,12,0,2,25,0
2021-06-09,2226,Algoma,0,3,0,0,1,0
2021-06-09,2227,Brant,0,7,0,0,0,0
2021-06-09,2230,Durham,0,20,0,0,204,0
2021-06-09,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-09,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-09,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-09,2236,Halton,1,17,16,13,99,0
2021-06-09,2237,Hamilton,0,24,2,2,136,0
2021-06-09,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-09,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-09,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-09,2242,Lambton,0,9,0,0,12,0
2021-06-09,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-09,2244,Middlesex-London,0,22,0,0,74,2
2021-06-09,2246,Niagara,2,27,2,2,249,0
2021-06-09,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-09,2249,Northwestern,0,3,0,0,0,0
2021-06-09,2251,Ottawa,4,24,4,3,289,3
2021-06-09,2253,Peel,2,26,2,1,339,4
2021-06-09,2255,Peterborough,1,4,0,2,4,0
2021-06-09,2256,Porcupine,0,6,0,0,16,0
2021-06-09,2257,Renfrew,0,6,0,0,2,0
2021-06-09,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-09,2260,Simcoe-Muskoka,1,20,0,2,111,0
2021-06-09,2261,Sudbury,0,9,0,0,4,0
2021-06-09,2262,Thunder Bay,0,6,0,0,23,0
2021-06-09,2263,Timiskaming,0,5,0,0,0,0
2021-06-09,2265,Waterloo,0,24,0,1,115,0
2021-06-09,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-09,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-09,2270,York Region,2,26,2,4,243,0
2021-06-09,3895,Toronto,2,82,5,6,1394,3
2021-06-09,4913,South West,0,13,0,0,31,0
2021-06-09,5183,Huron Perth,1,12,0,2,25,0
2021-06-10,2226,Algoma,0,3,0,0,1,0
2021-06-10,2227,Brant,0,7,0,0,0,0
2021-06-10,2230,Durham,0,20,0,0,204,0
2021-06-10,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-10,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-10,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-10,2236,Halton,1,17,2,5,99,0
2021-06-10,2237,Hamilton,0,24,2,2,136,0
2021-06-10,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-10,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-10,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-10,2242,Lambton,0,9,0,0,12,0
2021-06-10,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-10,2244,Middlesex-London,0,22,0,0,74,2
2021-06-10,2246,Niagara,3,26,4,2,249,0
2021-06-10,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-10,2249,Northwestern,0,3,0,0,0,0
2021-06-10,2251,Ottawa,3,25,4,3,289,3
2021-06-10,2253,Peel,2,26,2,1,339,4
2021-06-10,2255,Peterborough,1,4,0,2,4,0
2021-06-10,2256,Porcupine,0,6,0,0,16,0
2021-06-10,2257,Renfrew,0,6,0,0,2,0
2021-06-10,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-10,2260,Simcoe-Muskoka,1,20,0,2,111,0
2021-06-10,2261,Sudbury,0,9,0,0,4,0
2021-06-10,2262,Thunder Bay,0,6,0,0,23,0
2021-06-10,2263,Timiskaming,0,5,0,0,0,0
2021-06-10,2265,Waterloo,0,24,0,0,115,0
2021-06-10,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-10,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-10,2270,York Region,1,27,0,1,243,0
2021-06-10,3895,Toronto,2,82,3,4,1395,3
2021-06-10,4913,South West,0,13,0,0,31,0
2021-06-10,5183,Huron Perth,1,12,0,2,25,0
2021-06-11,2226,Algoma,0,3,0,0,1,0
2021-06-11,2227,Brant,0,7,0,0,0,0
2021-06-11,2230,Durham,0,20,0,0,204,0
2021-06-11,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-11,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-11,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-11,2236,Halton,1,17,2,5,99,0
2021-06-11,2237,Hamilton,0,24,2,2,136,0
2021-06-11,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-11,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-11,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-11,2242,Lambton,0,9,0,0,12,0
2021-06-11,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-11,2244,Middlesex-London,0,22,0,0,74,2
2021-06-11,2246,Niagara,3,26,4,2,249,0
2021-06-11,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-11,2249,Northwestern,0,3,0,0,0,0
2021-06-11,2251,Ottawa,2,26,3,3,289,3
2021-06-11,2253,Peel,2,26,2,1,339,4
2021-06-11,2255,Peterborough,1,4,0,2,4,0
2021-06-11,2256,Porcupine,0,6,0,0,16,0
2021-06-11,2257,Renfrew,0,6,0,0,2,0
2021-06-11,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-11,2260,Simcoe-Muskoka,1,20,0,1,111,0
2021-06-11,2261,Sudbury,0,9,0,0,4,0
2021-06-11,2262,Thunder Bay,0,6,0,0,23,0
2021-06-11,2263,Timiskaming,0,5,0,0,0,0
2021-06-11,2265,Waterloo,0,24,0,1,115,0
2021-06-11,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-11,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-11,2270,York Region,1,27,0,1,243,0
2021-06-11,3895,Toronto,1,83,3,3,1395,3
2021-06-11,4913,South West,0,13,0,0,31,0
2021-06-11,5183,Huron Perth,1,12,0,2,25,0
2021-06-13,2226,Algoma,0,3,0,0,1,0
2021-06-13,2227,Brant,1,6,5,2,0,0
2021-06-13,2230,Durham,0,20,0,0,204,0
2021-06-13,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-13,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-13,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-13,2236,Halton,1,17,2,5,99,0
2021-06-13,2237,Hamilton,0,24,0,0,136,0
2021-06-13,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-13,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-13,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-13,2242,Lambton,0,9,0,0,12,0
2021-06-13,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-13,2244,Middlesex-London,0,22,0,0,74,2
2021-06-13,2246,Niagara,3,26,4,2,249,0
2021-06-13,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-13,2249,Northwestern,0,3,0,0,0,0
2021-06-13,2251,Ottawa,2,26,3,3,289,3
2021-06-13,2253,Peel,2,26,2,1,339,4
2021-06-13,2255,Peterborough,1,4,0,2,4,0
2021-06-13,2256,Porcupine,0,6,0,0,16,0
2021-06-13,2257,Renfrew,0,6,0,0,2,0
2021-06-13,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-13,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-13,2261,Sudbury,0,9,0,0,4,0
2021-06-13,2262,Thunder Bay,0,6,0,0,23,0
2021-06-13,2263,Timiskaming,0,5,0,0,0,0
2021-06-13,2265,Waterloo,1,23,0,3,115,0
2021-06-13,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-13,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-13,2270,York Region,1,27,0,1,243,0
2021-06-13,3895,Toronto,1,83,3,3,1395,3
2021-06-13,4913,South West,0,13,0,0,31,0
2021-06-13,5183,Huron Perth,1,12,0,2,25,0
2021-06-14,2226,Algoma,0,3,0,0,1,0
2021-06-14,2227,Brant,1,6,6,3,0,0
2021-06-14,2230,Durham,0,20,0,0,204,0
2021-06-14,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-14,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-14,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-14,2236,Halton,1,17,2,5,99,0
2021-06-14,2237,Hamilton,0,24,0,0,136,0
2021-06-14,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-14,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-14,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-14,2242,Lambton,0,9,0,0,12,0
2021-06-14,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-14,2244,Middlesex-London,0,22,0,0,74,2
2021-06-14,2246,Niagara,3,26,4,2,249,0
2021-06-14,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-14,2249,Northwestern,0,3,0,0,0,0
2021-06-14,2251,Ottawa,2,26,2,3,289,3
2021-06-14,2253,Peel,1,27,2,1,339,4
2021-06-14,2255,Peterborough,1,4,0,2,4,0
2021-06-14,2256,Porcupine,0,6,0,0,16,0
2021-06-14,2257,Renfrew,0,6,0,0,2,0
2021-06-14,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-14,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-14,2261,Sudbury,0,9,0,0,4,0
2021-06-14,2262,Thunder Bay,0,6,0,0,23,0
2021-06-14,2263,Timiskaming,0,5,0,0,0,0
2021-06-14,2265,Waterloo,1,23,0,3,115,0
2021-06-14,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-14,2268,Windsor-Essex,1,18,2,0,192,1
2021-06-14,2270,York Region,1,27,0,1,243,0
2021-06-14,3895,Toronto,1,83,4,3,1395,3
2021-06-14,4913,South West,0,13,0,0,31,0
2021-06-14,5183,Huron Perth,1,12,0,2,25,0
2021-06-15,2226,Algoma,0,3,0,0,1,0
2021-06-15,2227,Brant,1,6,6,3,0,0
2021-06-15,2230,Durham,0,20,0,0,204,0
2021-06-15,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-15,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-15,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-15,2236,Halton,1,17,1,3,99,0
2021-06-15,2237,Hamilton,0,24,0,0,136,0
2021-06-15,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-15,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-15,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-15,2242,Lambton,0,9,0,0,12,0
2021-06-15,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-15,2244,Middlesex-London,0,22,0,0,74,2
2021-06-15,2246,Niagara,2,27,6,2,249,0
2021-06-15,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-15,2249,Northwestern,0,3,0,0,0,0
2021-06-15,2251,Ottawa,1,27,0,2,289,3
2021-06-15,2253,Peel,1,27,2,1,339,4
2021-06-15,2255,Peterborough,0,5,0,0,4,0
2021-06-15,2256,Porcupine,0,6,0,0,16,0
2021-06-15,2257,Renfrew,0,6,0,0,2,0
2021-06-15,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-15,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-15,2261,Sudbury,0,9,0,0,4,0
2021-06-15,2262,Thunder Bay,0,6,0,0,23,0
2021-06-15,2263,Timiskaming,0,5,0,0,0,0
2021-06-15,2265,Waterloo,1,23,3,4,115,0
2021-06-15,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-15,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-15,2270,York Region,0,28,0,0,243,0
2021-06-15,3895,Toronto,1,83,4,0,1395,3
2021-06-15,4913,South West,0,13,0,0,31,0
2021-06-15,5183,Huron Perth,1,12,0,2,25,0
2021-06-16,2226,Algoma,0,3,0,0,1,0
2021-06-16,2227,Brant,1,6,6,3,0,0
2021-06-16,2230,Durham,0,20,0,0,204,0
2021-06-16,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-16,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-16,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-16,2236,Halton,1,17,1,3,99,0
2021-06-16,2237,Hamilton,1,23,1,4,136,0
2021-06-16,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-16,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-16,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-16,2242,Lambton,0,9,0,0,12,0
2021-06-16,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-16,2244,Middlesex-London,0,22,0,0,74,2
2021-06-16,2246,Niagara,2,27,6,2,249,0
2021-06-16,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-16,2249,Northwestern,0,3,0,0,0,0
2021-06-16,2251,Ottawa,1,27,0,2,289,3
2021-06-16,2253,Peel,1,27,2,1,339,4
2021-06-16,2255,Peterborough,0,5,0,0,4,0
2021-06-16,2256,Porcupine,0,6,0,0,16,0
2021-06-16,2257,Renfrew,0,6,0,0,2,0
2021-06-16,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-16,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-16,2261,Sudbury,0,9,0,0,4,0
2021-06-16,2262,Thunder Bay,0,6,0,0,23,0
2021-06-16,2263,Timiskaming,0,5,0,0,0,0
2021-06-16,2265,Waterloo,1,23,3,3,115,0
2021-06-16,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-16,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-16,2270,York Region,0,28,0,0,243,0
2021-06-16,3895,Toronto,1,83,2,0,1395,3
2021-06-16,4913,South West,0,13,0,0,31,0
2021-06-16,5183,Huron Perth,1,12,0,2,25,0
2021-06-17,2226,Algoma,0,3,0,0,1,0
2021-06-17,2227,Brant,1,6,8,3,0,0
2021-06-17,2230,Durham,0,20,0,0,204,0
2021-06-17,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-17,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-17,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-17,2236,Halton,1,17,1,3,99,0
2021-06-17,2237,Hamilton,1,23,1,4,136,0
2021-06-17,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-17,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-17,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-17,2242,Lambton,0,9,0,0,12,0
2021-06-17,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-17,2244,Middlesex-London,0,22,0,0,74,2
2021-06-17,2246,Niagara,2,27,7,2,249,0
2021-06-17,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-17,2249,Northwestern,0,3,0,0,0,0
2021-06-17,2251,Ottawa,1,27,0,2,289,3
2021-06-17,2253,Peel,0,28,0,1,339,4
2021-06-17,2255,Peterborough,0,5,0,0,4,0
2021-06-17,2256,Porcupine,0,6,0,0,16,0
2021-06-17,2257,Renfrew,0,6,0,0,2,0
2021-06-17,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-17,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-17,2261,Sudbury,0,9,0,0,4,0
2021-06-17,2262,Thunder Bay,0,6,0,0,23,0
2021-06-17,2263,Timiskaming,0,5,0,0,0,0
2021-06-17,2265,Waterloo,1,23,4,3,115,0
2021-06-17,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-17,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-17,2270,York Region,0,28,0,0,243,0
2021-06-17,3895,Toronto,1,83,2,0,1395,3
2021-06-17,4913,South West,0,13,0,0,31,0
2021-06-17,5183,Huron Perth,1,12,0,2,25,0
2021-06-18,2226,Algoma,0,3,0,0,1,0
2021-06-18,2227,Brant,1,6,8,3,0,0
2021-06-18,2230,Durham,0,20,0,0,204,0
2021-06-18,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-18,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-18,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-18,2236,Halton,1,17,1,3,99,0
2021-06-18,2237,Hamilton,1,23,1,4,136,0
2021-06-18,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-18,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-18,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-18,2242,Lambton,0,9,0,0,12,0
2021-06-18,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-18,2244,Middlesex-London,0,22,0,0,74,2
2021-06-18,2246,Niagara,2,27,7,2,249,0
2021-06-18,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-18,2249,Northwestern,0,3,0,0,0,0
2021-06-18,2251,Ottawa,1,27,0,2,289,3
